review,clean_review
"This movie is quite possibly the best sci-fi film ever made. The cinematography, the score, the chapters and how the story unfolds is so satisfying. This is not a 1 to 1 adaptation from the source material obviously but the choices that Denis(the director) and Grieg(the cinematographer) made were so intelligent. The world building is spectacular, the fights are action packed, the emotional weight in certain scenes is palpable. The actors all played their rolls flawlessly with stand out performances by Timothy chalemet, Austin Butler, Javier Bardem and Zendaya. I can't think of anything more they could have done to make this film more enjoyable.. except perhaps add another hour. 10/10 no question.",thi movi quit possibl best scifi film ever made the cinematographi score chapter stori unfold satisfi thi adapt sourc materi obvious choic denisth director griegth cinematograph made intellig the world build spectacular fight action pack emot weight certain scene palpabl the actor play roll flawlessli stand perform timothi chalemet austin butler javier bardem zendaya i cant think anyth could done make film enjoy except perhap add anoth hour question
"Dune Part Two is one of the greatest creations or triumphs in the history of cinema. The world-building and the world itself, along with our characters, makes you wanna snort a pile full of spice straight from the sand dunes of Arrakis and fight alongside Paul Atreides the entire time. That's how immersive the story, visuals, and music are. It is UNMATCHED.

A generation-defining film indeed, and when we discuss sequels, this could very well stand in contrast with 'The Empire Strikes Back,' 'The Dark Knight,' and 'The Two Towers'-or even surpass them in some cases. We owe Denis a great debt for this masterpiece. You can keep your expectations as high as the sky, but Denis will blow your mind either way and show you that even the sky isn't the limit. No one was and is prepared for this.

LONG LIVE CINEMA.",dune part two one greatest creation triumph histori cinema the worldbuild world along charact make wanna snort pile full spice straight sand dune arraki fight alongsid paul atreid entir time that immers stori visual music it unmatch a generationdefin film inde discus sequel could well stand contrast the empir strike back the dark knight the two towersor even surpass case we owe deni great debt masterpiec you keep expect high sky deni blow mind either way show even sky isnt limit no one prepar long live cinema
"I'm not going to say much. The first part was better. This movie added different plot twists, but then cut off entire subplots from the book. Visually stunning but too fast paced. Normally a fast paced plot keeps you on edge, but in this case everything was developed so quickly, that you simply moved on to the next plot point. I'm sure their will be plenty of fans especially those that never read the book, but IMHO it was missing something. I would dare say it had no heart. The movie just seemed to go through the motions. Eliminate character A , and give his\her part to character B, check. Add a plot twist, does it make sense, who cares, check.",im go say much the first part better thi movi ad differ plot twist cut entir subplot book visual stun fast pace normal fast pace plot keep edg case everyth develop quickli simpli move next plot point im sure plenti fan especi never read book imho miss someth i would dare say heart the movi seem go motion elimin charact a give hisher part charact b check add plot twist make sen care check
"I loved the first movie, even though it slowly built the plot I am familiar with all the dune books and was happy with how it was done. This second movie though is on another level altogether. Just been to the cinema to see it with friends and we were all overwhelmed, definitely this will be the best movie of this year, maybe of this decade. Some slight changes from the books but I can understand why they were made and I think they add to the film.

This is a complex film that works on so many levels. All of us would happily have watched it again immediately, there are so many small details and elements to love.

Do yourself a favour and go to the conema and see this.

I think the third film may not be so good as the third book not so great, being set 12 years after the ending of part 2 when paul is on power for some time, but I am still looking forward to it.

People are comparing this film to Dark Night and Empire strikes back. That is not Hype, I agree. Despite game of thrones being inspired by Frank Herberts Dune and sharing many themes, and despite similarities used by Lucas in Star Wars, if anything the plot elements work even better here in the priginal.",i love first movi even though slowli built plot i familiar dune book happi done thi second movi though anoth level altogeth just cinema see friend overwhelm definit best movi year mayb decad some slight chang book i understand made i think add film thi complex film work mani level all u would happili watch immedi mani small detail element love do favour go conema see i think third film may good third book great set year end part paul power time i still look forward peopl compar film dark night empir strike back that hype i agre despit game throne inspir frank herbert dune share mani theme despit similar use luca star war anyth plot element work even better prigin
"The perfect movie doesn't exis.... Dune made me feel nostalgia so badly for a time i never lived. I'm so in love with the way it made me feel excited and anxious and amazed in every litle frame and I'm sure this movie would never be the same without Zimmer.

The scenes where Chani gets emotional without saying anything shows how phenomenal Zendaya is. Who cries with their chin like that?

Also I thought that Timothée evolved a lot as an actor and the third act was breathtaking because of it.

I loved how the Bene Gesserit plot shows us a side of the story that resembles real life, I loved the way it all became very tangible.",the perfect movi doesnt exi dune made feel nostalgia badli time never live im love way made feel excit anxiou amaz everi litl frame im sure movi would never without zimmer the scene chani get emot without say anyth show phenomen zendaya who cri chin like also i thought timoth evolv lot actor third act breathtak i love bene gesserit plot show u side stori resembl real life i love way becam tangibl
"We just saw it today and I have to say I enjoyed every moment. I missed seeing a movie worth the trip to a cinema and I have lived throughout every moment of it.

They did justice to the book, it is so beautifully filmed and created, and the music complements every scene. They also managed to send the correct messages from the book who are still so valid or even more important nowadays. And to be fair the young cast also rose to the occasion and did well for their characters. It was beautiful to watch and impressive to hear.

One might say it feels too slow paced at some point but it is for a good reason, and what comes next is explosive. I love it.",we saw today i say i enjoy everi moment i miss see movi worth trip cinema i live throughout everi moment they justic book beauti film creat music complement everi scene they also manag send correct messag book still valid even import nowaday and fair young cast also rose occas well charact it beauti watch impress hear one might say feel slow pace point good reason come next explos i love
"This story should not work in a sci fi epic and yet it'll go down as one of the greatest films ever made.

Visually and emotionally stimulating with an incredible score. It's perfect from start to finish, incredibly well shot, and you almost can't believe a film this beautiful now exists.

That opening scene of the Fremen, attacking the Harkonnens just made me feel like I was watching this film 20 years in the future still in awe of its beauty.

A couple key changes from the book: Chani is not as against Paul's decision to fulfill the prophecy, Gurney attempts to kill Lady Jessica, and no son of Paul and Chani to kill the Baron.

I've actually only seen it 3 times so far, but I'll go every week until this leaves theaters. Bury me in the bonus features dvd box set.",thi stori work sci fi epic yet itll go one greatest film ever made visual emot stimul incred score it perfect start finish incred well shot almost cant believ film beauti exist that open scene fremen attack harkonnen made feel like i watch film year futur still awe beauti a coupl key chang book chani paul decis fulfil propheci gurney attempt kill ladi jessica son paul chani kill baron ive actual seen time far ill go everi week leav theater buri bonu featur dvd box set
"To be honest this is one of the best movies I have ever seen in years, Denis Villeneuve couldn't have done it better. The buildup for the main idea of the movie was unbelievable, how he planted the idea of the movie in the back of our mind was out of this world, this only happens when you take care of the least of the details, we can see in this movie how Denis made sure that he didn't waste any detail. The amount of details in the movie can be compared to the greatest movies ever made, everything was on point the designs of the locations were outrageous, the accent difference between the Northern and Southern people of Arakkis, the clothing to be honest everything was on point. The outrageous buildup made the conclusion very glorious and we cannot wait to see Dune: Part 3.

Thank you Denis for this Masterpiece.",to honest one best movi i ever seen year deni villeneuv couldnt done better the buildup main idea movi unbeliev plant idea movi back mind world happen take care least detail see movi deni made sure didnt wast detail the amount detail movi compar greatest movi ever made everyth point design locat outrag accent differ northern southern peopl arakki cloth honest everyth point the outrag buildup made conclus gloriou cannot wait see dune part thank deni masterpiec
"Usually I'm not going to cinema, I prefer quiet atmosphere at home and fact that i can pause a movie at any time I want to. For the frist time in while i make an exception for Dune part two, and I'm not regret any moment of those two and half hours of masterpiece which definitely is Dune part two. I'm in love with this movie, this is perfection, incredibly balancing between dialogues and action. Music in this movie was also 10/10... Hans Zimmer really knows how to match those instruments with scenes that we see. Next part is acting, and... oh boy... Timothée Chalamet and Austin Butler were my favorites. I don't know what else should I say, this movie was just PERFECT in every aspect.",usual im go cinema i prefer quiet atmospher home fact paus movi time i want for frist time make except dune part two im regret moment two half hour masterpiec definit dune part two im love movi perfect incred balanc dialogu action music movi also han zimmer realli know match instrument scene see next part act oh boy timoth chalamet austin butler favorit i dont know el i say movi perfect everi aspect
"One of the best movies I've ever seen. True to sci-fi, dark, intense, amazing cinematography, quality acting, and with exciting action. I still find it hard to believe that a movie with so much in it is so well put together. As well, I'm quite surprised that it's received so much mainstream buzz because it partially feels like a real sci-fi movie if that makes any sense. But I can understand how there's enough here to appeal to all fans of cinema.

It's an instant classic for me. It actually surpassed Dune Part One and delivered on all fronts. Part One did a great job at setting the scene and Part Two knocked it out of the park. I would give it a 9.5/10 because it's a bit long and there's a lot to follow throughout the entirety of the movie, it can get a bit taxing. Loved this movie!",one best movi ive ever seen true scifi dark intens amaz cinematographi qualiti act excit action i still find hard believ movi much well put togeth a well im quit surpris receiv much mainstream buzz partial feel like real scifi movi make sen but i understand there enough appeal fan cinema it instant classic it actual surpass dune part one deliv front part one great job set scene part two knock park i would give bit long there lot follow throughout entireti movi get bit tax love movi
"I was very excited about seeing Dune part two today. I have been waiting for it with expectancy. Number one was so good that I've watched it half a dozen times because it's so much like the book. I have only one question and one criticism of this movie, why did you have to change the end? Everything was going along just fine until you changed the ending. Frank Herbert wrote a great story, a great book and a great ending and I just don't understand why you needed to change the end It's very disappointing and it's not worth watching again because it's not the story that I am used to. So as I said, after the Kyle McLaughlin version of Dune, what book did you read? Because it certainly wasn't Dune.",i excit see dune part two today i wait expect number one good ive watch half dozen time much like book i one question one critic movi chang end everyth go along fine chang end frank herbert wrote great stori great book great end i dont understand need chang end it disappoint worth watch stori i use so i said kyle mclaughlin version dune book read becaus certainli wasnt dune
"I'm one of the few who sees the movie as an ""ok"" but not ""wow"" factor! When I saw part 1, it doesn't click to me at all irregardless I'm very open to any plot fact or fiction flick, and after seeing part 1 I said to myself I'll never watch the sequel if it comes out, and yes we all now this sequel went out and saw one of the highest reviews given, so given a chance to see it as it might flip side my not so good reviews, but after seeing the sequel, it was the same as the previous one, yes, visual effects were at its best as always, action scenes were great, actors were excellent at their acting skills but the plot, and its connection for me was still not there, if you ask me, you may or may not watch the flick.",im one see movi ok wow factor when i saw part doesnt click irregardless im open plot fact fiction flick see part i said ill never watch sequel come ye sequel went saw one highest review given given chanc see might flip side good review see sequel previou one ye visual effect best alway action scene great actor excel act skill plot connect still ask may may watch flick
Please keep this going through all six books. This is the absolutely best rendering of a very complex story. The first Dune was OK. The BBC mini series was good. This kicks it out of the ball yard. The characters and acting nail it. Please keep going because this book series deserves this kind of engagement and understanding. The debunking of the messiah myth. The conflict is perfectly recognized in this rendition. I can't wait for the next part of this and seeing how you render the God emperor. I have been a big fan of the books since they came out and have actually used one in one of my classes. Please keep going. Perfect!,plea keep go six book thi absolut best render complex stori the first dune ok the bbc mini seri good thi kick ball yard the charact act nail plea keep go book seri deserv kind engag understand the debunk messiah myth the conflict perfectli recogn rendit i cant wait next part see render god emperor i big fan book sinc came actual use one one class plea keep go perfect
"Dune Part 2, clocking in at over two hours, delivers a captivating cinematic experience. The stellar performances, meticulous plot execution, and awe-inspiring cinematography collectively contribute to an outstanding film. Each actor excels in their role, and the costume designs are commendable.

While the movie shines in various aspects, it occasionally leans heavily on visual effects, reaching a point of excessiveness. Despite this, the overarching narrative brilliantly delves into the theme of religious fanaticism. The spiritual motifs in Dune draw striking parallels to messianic concepts, echoing the biblical narrative of Jesus and his mission to liberate humanity from tyranny over 2000 years ago in our world. Overall, Dune Part 2 successfully navigates the delicate balance between visual spectacle and profound storytelling, making it a noteworthy cinematic experience.",dune part clock two hour deliv captiv cinemat experi the stellar perform meticul plot execut aweinspir cinematographi collect contribut outstand film each actor excel role costum design commend while movi shine variou aspect occasion lean heavili visual effect reach point excess despit overarch narr brilliantli delv theme religi fanatic the spiritu motif dune draw strike parallel messian concept echo biblic narr jesu mission liber human tyranni year ago world overal dune part success navig delic balanc visual spectacl profound storytel make noteworthi cinemat experi
"I will not be afraid of this word, this is the best film I have seen. The director, the cast, the script and everything else. It deserves all the Oscars this year.

When I went to the cinema for the first time, I received very positive emotions. When I went for the second time, it seemed to me that the film sags a little during the second act, but at the same time the last hour looks very good. When I went for the third time, I did not notice any flaws , the third time I watched it with maximum pleasure. I have already bought a ticket to go for the fourth time. I want to note especially the love line of Paul and Chani, I was moved to the bones. Also, the Music, it is simply incredible, I am extremely delighted with the fact that , what Hans Zammer wrote for this film, great work. Go to the cinema and enjoy, if possible better in IMAX)",i afraid word best film i seen the director cast script everyth el it deserv oscar year when i went cinema first time i receiv posit emot when i went second time seem film sag littl second act time last hour look good when i went third time i notic flaw third time i watch maximum pleasur i alreadi bought ticket go fourth time i want note especi love line paul chani i move bone also music simpli incred i extrem delight fact han zammer wrote film great work go cinema enjoy possibl better imax
"It's truly refreshing to experience a big-budget blockbuster in theaters where the director is given creative freedom without being suffocated by studio interference.

Denis Villeneuve was clearly able to bring his vision to life in this second installment of 'DUNE,' and what a success it is. Similar to the first film, the sound and visuals are stunning, with the colors in many scenes leaving me utterly speechless.

This movie features significantly more action and fighting, which is understandable given that the first film focused on establishing the environment and explaining the world of 'DUNE.'

I particularly appreciated how Paul's visions were integrated into the story, as well as the exploration of the various religious themes without giving away spoilers. Although I haven't read the book, I felt that Villeneuve did an excellent job of translating the complex themes from the source material onto the screen.",it truli refresh experi bigbudget blockbust theater director given creativ freedom without suffoc studio interfer deni villeneuv clearli abl bring vision life second instal dune success similar first film sound visual stun color mani scene leav utterli speechless thi movi featur significantli action fight understand given first film focus establish environ explain world dune i particularli appreci paul vision integr stori well explor variou religi theme without give away spoiler although i havent read book i felt villeneuv excel job translat complex theme sourc materi onto screen
"I love it. There's something special about this cinematic experience that brings back the nostalgia of the early 2000s when the best movies came out. It's a time when anticipation built up for months, if not years, before a major film's release. I particularly enjoy that it's once again similar like back in the days when you were genuinely excited to await a movie's release. The kind of excitement that had you marking calendars and planning movie nights with friends or family. As a hard-working man, finding joy in such simple pleasures has become rare. I can enjoy a trilogy again as if I were a fan, just like in the old days, finding myself in a world so vast and stories so compelling that for a moment, the outside world fades away. It makes me feel young again, reigniting the sense of wonder and endless possibility I had back then. This movie is brilliant, not just in its execution but in its vision. I love how they incorporated Islamic prophecies. It's a testament to the film's commitment to not just entertain but to educate. And I believe this movie is more than just fiction and entertainment; it's the future.",i love there someth special cinemat experi bring back nostalgia earli best movi came it time anticip built month year major film releas i particularli enjoy similar like back day genuin excit await movi releas the kind excit mark calendar plan movi night friend famili a hardwork man find joy simpl pleasur becom rare i enjoy trilog i fan like old day find world vast stori compel moment outsid world fade away it make feel young reignit sen wonder endless possibl i back thi movi brilliant execut vision i love incorpor islam propheci it testament film commit entertain educ and i believ movi fiction entertain futur
"Dune Part 2 is nothing short of a spectacular cinematic experience. The score is on another level. Hans Zimmer takes what you already know and makes it even more impactful. You have to experience it on big screen with sounds completely overflowing and captivating you. The cast is simply perfect. Unforgettable performances from Rebecca Ferguson, Javier Bardem and Timothee Chalamet. As a huge fan of the books, I say they made them justice! This is a fantastic adaptation of Frank Herbert's world. Whatever they changed, they did a good job with it and it all makes sense. Some things just wouldn't work on screen and you all know it. No spoilers though. Go and see it. Films like this come rarely.",dune part noth short spectacular cinemat experi the score anoth level han zimmer take alreadi know make even impact you experi big screen sound complet overflow captiv the cast simpli perfect unforgett perform rebecca ferguson javier bardem timothe chalamet a huge fan book i say made justic thi fantast adapt frank herbert world whatev chang good job make sen some thing wouldnt work screen know no spoiler though go see film like come rare
"The production value of the sets and scene is spectacular. Now that is out of the way the movie is very average and nothing really happens. The editing is very choppy and the movie keeps jumping here and there. Everything happens conveniently for the main character. The fight sequence which i was waiting for were short and underwhelming.

Props to the director for making it almost 3 hours long but still unable to stitch a decent storyline. Poor Zendaya was so underutilized that it made no sense why Paul was having dreams of her in the first part. His premonitions were so useless, his dreams in the first part didn't warn him about the massacres about to happen to his family but kept showing him Zendaya (really useless superpower to have). There are multiple oscar winning actors who have been criminally underutilized (Josh Brolin, Javier B, Chris W).

Again the production value is great and makes it watchable but was too slow, nothing really happened and when it happened was underwhelming.",the product valu set scene spectacular now way movi averag noth realli happen the edit choppi movi keep jump everyth happen conveni main charact the fight sequenc wait short underwhelm prop director make almost hour long still unabl stitch decent storylin poor zendaya underutil made sen paul dream first part hi premonit useless dream first part didnt warn massacr happen famili kept show zendaya realli useless superpow there multipl oscar win actor crimin underutil josh brolin javier b chri w again product valu great make watchabl slow noth realli happen happen underwhelm
"A movie of grace and beauty. A faultless sequel to a complex and challenging story. Denis Villenvuve had joined the pantheon of great sci-fi directors. He understands the source material and brings to life a book that requires so much to do. The actors all excel under his vision and they embody their characters with absolute conviction.

The lighting and cinematography is of the highest standard and it should result in many wins at the award season.

I eagerly look forward to the next installment and I am very happy to give this movie ten stars. Its a tremendous piece of cinema and everyone should go see it on the big screen.",a movi grace beauti a faultless sequel complex challeng stori deni villenvuv join pantheon great scifi director he understand sourc materi bring life book requir much the actor excel vision embodi charact absolut convict the light cinematographi highest standard result mani win award season i eagerli look forward next instal i happi give movi ten star it tremend piec cinema everyon go see big screen
"DUNE PART 2 is a literal masterpiece. Everyone gave a performance of a lifetime, the action is grand and epic, the hand to hand combat is fast paced, the cinematography and vfx are the best I've seen, writing and storytelling are at its finest, the score and sound effects are beautiful and loud. This movie is super immersive. The stand out are timothee, Zendaya and Austin Butler. Pacing is perfect as you are super immerse in the movie that you lost the sense of time. Watch this in an IMAX theatre. There is a little bit of comedy in the first half and there is some quotes to be remembered for decades. This is cinema baby!! Definitely in my top 10 fav movie ever. Watch it.",dune part liter masterpiec everyon gave perform lifetim action grand epic hand hand combat fast pace cinematographi vfx best ive seen write storytel finest score sound effect beauti loud thi movi super immers the stand timothe zendaya austin butler pace perfect super immers movi lost sen time watch imax theatr there littl bit comedi first half quot rememb decad thi cinema babi definit top fav movi ever watch
"I very rarely give 10/10 ratings to films, but DUNE II is easily the best movie I have ever seen!

This is why you go to the cinema: to be entertained!(not to be educated or being pressured to think a certain way).

When I go to the cinema and pay for a movie ticket I want quality, I want to be taken on a journey, very simple.

'Legendary Pictures' and 'Warner Brothers' have given Denis Villeneuve the respect as an artist and as a story teller to allow him to create his vision on the big screen - as it should be!

When studios interfere and micro manage projects it dilutes and spoils the quality of the film (Alien 3 is a perfect example of this).

Denis Villeneuve, Hans Zimmer, Jon Spaiths and Greig Fraser are the future of cinema!

The 2 hour and 46 runtime just flew by - the pacing was spot on. I easily could have sat there for 3 and a half hours!

The score by Hans Zimmer was just unbelievable and perfectly transports you into the world of DUNE for the entire runtime.

The cast and performances were all incredible, in particular Javier Bardem as Stilgar, he absolutely believed in Paul and his journey.

Timothée Chalamet as Paul Atreides, was just awesome. I haven't seen much of his work prior to DUNE - his performance in part one was more subtle and this film sees him transform intimate a reluctant hero then gradually fully accepting his destiny - his speeches to the Fremen were incredible and gave me the chills.

Stellan Skarsgård as the Baron, just perfect casting, absolutely terrifying, a highly intelligent and repulsive character. Very well done.

The other stand out performance was Austin Butler as Feyd-Rautha - just gave me the creeps anytime he was on screen and totally unrecognisable in the role, he is a chameleon.

I want to see DUNE 3 and DUNE Prophecy - let's make it happen!

We need to support films like DUNE 2, films that are of a high standard are very special and do not come along very often.

Ticket sales unfortunately are what dictates which films are made and we need to pay to see the films that we want to see at the cinema and stop paying for low quality, rubbish films.

We need to vote with our own money for the type of movies that we want to see, I am going to see DUNE 2 again.",i rare give rate film dune ii easili best movi i ever seen thi go cinema entertainednot educ pressur think certain way when i go cinema pay movi ticket i want qualiti i want taken journey simpl legendari pictur warner brother given deni villeneuv respect artist stori teller allow creat vision big screen when studio interfer micro manag project dilut spoil qualiti film alien perfect exampl deni villeneuv han zimmer jon spaith greig fraser futur cinema the hour runtim flew pace spot i easili could sat half hour the score han zimmer unbeliev perfectli transport world dune entir runtim the cast perform incred particular javier bardem stilgar absolut believ paul journey timoth chalamet paul atreid awesom i havent seen much work prior dune perform part one subtl film see transform intim reluct hero gradual fulli accept destini speech fremen incred gave chill stellan skarsgrd baron perfect cast absolut terrifi highli intellig repuls charact veri well done the stand perform austin butler feydrautha gave creep anytim screen total unrecognis role chameleon i want see dune dune propheci let make happen we need support film like dune film high standard special come along often ticket sale unfortun dictat film made need pay see film want see cinema stop pay low qualiti rubbish film we need vote money type movi want see i go see dune
"There is something about Dune. You either dig it or you don't. I dig it. In fact I love it.

Dune came out as a novel in 1965, it is set in the mind bogglingly distant year of 23,352 AD : ten thousand years after mankind has overthrown the intelligent machines it created.

The demon of AI has already been conceived and defeated. So unlike a lot of sci-fi this story is about people and not about their clever machines.

It could easily have been set during the Crusades. It has grandeur, it is expansive. It is complex.

It is about belief and faith, it is full of religious fervour, about survival against the odds. It is also about revenge and justice.

It is about careful manipulation, sowing the seeds of prophecy; nurturing it , of plans that span 90 generations. About knowing when to seize the moment when that time finally comes.

But at the same time it is about a hero fully aware of what destruction that may bring.

Dune is influential.

If you've watched the Star Wars films, Dune's reluctant hero living on a desert planet with a looming empire and the battle for the galaxy will feel familiar. (After the success of the first Star Wars film , Lucas termed himself too big to sue).

I have read Dune many times. I have watched the David Lynch film more times than I can remember. In fact I have watched Dune part one about five times.

The casting in this version is perfect. The effects are impressive and on the big screen the sound immersive and there is some really quite striking imagery.

Dune has almost become a holy book for the sci-fi fan of a certain age, it even has a messiah. I am that kind of fan. Watching it has become a religious experience. You feel like you are watching the prophecy you know so well come true. That makes it powerful.

That makes Dune part two simply superb.",there someth dune you either dig dont i dig in fact i love dune came novel set mind bogglingli distant year ad ten thousand year mankind overthrown intellig machin creat the demon ai alreadi conceiv defeat so unlik lot scifi stori peopl clever machin it could easili set crusad it grandeur expans it complex it belief faith full religi fervour surviv odd it also reveng justic it care manipul sow seed propheci nurtur plan span gener about know seiz moment time final come but time hero fulli awar destruct may bring dune influenti if youv watch star war film dune reluct hero live desert planet loom empir battl galaxi feel familiar after success first star war film luca term big sue i read dune mani time i watch david lynch film time i rememb in fact i watch dune part one five time the cast version perfect the effect impress big screen sound immers realli quit strike imageri dune almost becom holi book scifi fan certain age even messiah i kind fan watch becom religi experi you feel like watch propheci know well come true that make power that make dune part two simpli superb
"Initially, the film attacks the goals of the top of the filmography with the quality of the scenes, the set, the costumes and also working with the atmosphere. The actors are convincing and the environment, even if generated in places, is incorporated so that it is almost imperceptible. However, where the film's problem arises is in the dramaturgy. Working with film time is not goot at all. The movie sequences don't always fit together, and the closer we get to the end, the more problems there are in this area. In some places, the tension is cut off, and then the tension is missing and the logic of the characters' actions begins to hide. The worst thing is exactly the feeling of watching a movie. It's great that the film captures and hits, but it can't sustain interest all the time without problems. Just the fact that the viewer asks what time it is and how long it takes in the cinema, he notices the people around him and has to literally struggle to keep watching. When the real world starts talking to him through the illusion of the screen. That's a failure. As the film moves forward and nears the end, it becomes boring. The dramaturgy and the position of the characters in the story, their value for the story completely collapses towards the end and is saved only by the vision of a possible sequel. Well, it's not exactly a bad movie, but as a whole it lacks a pull at goal.",initi film attack goal top filmographi qualiti scene set costum also work atmospher the actor convinc environ even gener place incorpor almost impercept howev film problem aris dramaturgi work film time goot the movi sequenc dont alway fit togeth closer get end problem area in place tension cut tension miss logic charact action begin hide the worst thing exactli feel watch movi it great film captur hit cant sustain interest time without problem just fact viewer ask time long take cinema notic peopl around liter struggl keep watch when real world start talk illus screen that failur a film move forward near end becom bore the dramaturgi posit charact stori valu stori complet collaps toward end save vision possibl sequel well exactli bad movi whole lack pull goal
"This is one of the best if not the best sci fi movies ive ever seen, sure it felt a bit rushed but it ticked every box for me as far as sci fi movies go. The scale of the film, fantastic worldbuilding and all of the cast were just amazing. I absolutely love the raw and gritty portrail of the world, it felt real, like that this could actually be a possible future for humanity. As i mentioned before it felt a bit rushed sometimes but that is to be expected when you make a movie adaptation of a book so that did not bother me that much. I do however believe that this film needs to be rated R in order for it to reach its fullest potential. Showing a bit more realism in the battles etc would have made this a 10/10 for me. However the action was still great and the final fight scene was so f*in good.",thi one best best sci fi movi ive ever seen sure felt bit rush tick everi box far sci fi movi go the scale film fantast worldbuild cast amaz i absolut love raw gritti portrail world felt real like could actual possibl futur human a mention felt bit rush sometim expect make movi adapt book bother much i howev believ film need rate r order reach fullest potenti show bit realism battl etc would made howev action still great final fight scene fin good
"This is certainly a great looking film to see on a big screen with some really effective, almost industrially sounding, audio - but what happened to the story? It's wafer thin and really stretched out for 2¾ hours. We pick up with ""Paul"" (Timothée Chalamet) and his mother (Rebecca Ferguson) trying to convince the ""Fremen"" that they are worth the hassle. Fortunately, leader ""Stilgar"" (Javier Bardem) is convinced of the messianic state of the young refugee, whilst their own reverend mother is on her last legs which might give ""Jessica"" a chance to prove her own worth, and provide an opportunity to peddle some embellished mythology about her son's ascendant propheteering. All of this manoeuvring and politicking is having quite an impact on ""Chani"" (the under-used Zendaya) and on the relationship between her and the increasingly worshipped new Duke. Meantime, now fully reinvigorated and emerged from his bath of recuperative Guinness, the evil ""Baron Harkonnen"" (an almost Zeppelin-like Stellan Skarsgård) has recruited his lethal nephew ""Feyd-Rautha"" (Austin Butler) to get to grips with the rebellion on ""Arrakis"" that is bringing him into the gaze of an ill-satisfied emperor (Christopher Walken). Battle lines are drawn! Now whilst I did enjoy this, the rest of the film is a gloriously photographed but slowly paced hybrid of ""Khartoum"" (1966) and ""Lawrence of Arabia"" (1962) with a bit of the ""Phantom Menace"" (1999) thrown in for good measure. The acting is adequate but the characterisations are all too routinely sacrificed at the altar of the stunning visuals and from about an hour to go, I was convinced this this was but part two of three (or maybe even more). Walken and Charlotte Rampling feature all too sparingly to make much difference, indeed even Zendaya's warrior-like tendencies seem to have been neutered rather and I though that Chalamet just tried far too hard to imbue his character with a strength that he was far more successful with first time round. That said, it does work well enough as a classy and well produced sci-fi adventure with plenty of action and mysticism but I needed more meat on it's bones. I still get distinctly squeamish when I watch what they do with the water, let alone where they get it from!!",thi certainli great look film see big screen realli effect almost industri sound audio happen stori it wafer thin realli stretch hour we pick paul timoth chalamet mother rebecca ferguson tri convinc fremen worth hassl fortun leader stilgar javier bardem convinc messian state young refuge whilst reverend mother last leg might give jessica chanc prove worth provid opportun peddl embellish mytholog son ascend prophet all manoeuvr politick quit impact chani underus zendaya relationship increasingli worship new duke meantim fulli reinvigor emerg bath recup guin evil baron harkonnen almost zeppelinlik stellan skarsgrd recruit lethal nephew feydrautha austin butler get grip rebellion arraki bring gaze illsatisfi emperor christoph walken battl line drawn now whilst i enjoy rest film glorious photograph slowli pace hybrid khartoum lawrenc arabia bit phantom menac thrown good measur the act adequ characteris routin sacrif altar stun visual hour go i convinc part two three mayb even walken charlott rampl featur sparingli make much differ inde even zendaya warriorlik tendenc seem neuter rather i though chalamet tri far hard imbu charact strength far success first time round that said work well enough classi well produc scifi adventur plenti action mystic i need meat bone i still get distinctli squeamish i watch water let alon get
"I really was looking forward to seeing this and I was disappointed completely. I read the book, I know about the project of Jodorowsky and I saw the version of David Lynch, so I know what Dune is about.

This version had some nice ideas for the cinematography, but nothing more. Timothee Chalamet is a complete let-down. He has exactly two facial expressions: the boyish, somehow stupid smile (fits for Willy Wonka, not for Paul Atreides) and another look of a freezing disappointed puppy. Not enough. There are scenes wre you desperately wait for him to act, but it is all compensated with the massive allways-sounding-the-same score. Yawn. Another let-down: The new version of Feyd-Rautha. I don' t like Sting, but he was much more convincing as a madmen, while Austin Butler just treis hard to act one. And than there are all those plot holes and illogical scenes: The Fremen hide under the sand to attack the harvester, but after some face-to-face-combat they destroy it with laser canon from a long distance. Why the first assault? Just to risk lifes? Stooooopid! Not even Zendaya or Xavier Bardem were worth watching this pathetic attempt of making a SciFi-movie. I'd rather return to David Lynch and the book.",i realli look forward see i disappoint complet i read book i know project jodorowski i saw version david lynch i know dune thi version nice idea cinematographi noth timothe chalamet complet letdown he exactli two facial express boyish somehow stupid smile fit willi wonka paul atreid anoth look freez disappoint puppi not enough there scene wre desper wait act compens massiv allwayssoundingthesam score yawn anoth letdown the new version feydrautha i like sting much convinc madman austin butler trei hard act one and plot hole illog scene the fremen hide sand attack harvest facetofacecombat destroy laser canon long distanc whi first assault just risk life stooooopid not even zendaya xavier bardem worth watch pathet attempt make scifimovi id rather return david lynch book
